strategy,question_id,question,router_reason_code,route,pipeline_config,refused,retrieved_chunk_ids,hit_at_5,reciprocal_rank,ndcg_at_5,latency_ms,cost_status,cost_amount_usd,input_tokens,output_tokens,total_tokens,token_source,pricing_source,price_table_id
always_careful,sqa-bd0d27f9ade799b8,Which methods can be used to serve static frontend applications in FastAPI?,,CAREFUL,hybrid_rrf_cross_encoder,False,"[""88db2e09-9fe8-5b0d-a66f-b0a278fea3cf"",""601a1e58-27cf-5ccb-9126-342f71d7b6dd"",""f73fe22c-65c5-5717-8522-f1d569be1f79"",""72889e38-2815-500f-9b8c-2493ece89f47"",""5cbf76e0-dd89-52e6-8283-de8aa692fe4f""]",1.0,1.0,1.0,5237.80501098372,estimated,4.3549999999999995e-05,695,22,717,heuristic_estimate,model_cost_table,generation_model_costs@1.0.0
routed,sqa-bd0d27f9ade799b8,Which methods can be used to serve static frontend applications in FastAPI?,score_gap_below_careful_threshold,CAREFUL,hybrid_rrf_cross_encoder,False,"[""88db2e09-9fe8-5b0d-a66f-b0a278fea3cf"",""601a1e58-27cf-5ccb-9126-342f71d7b6dd"",""f73fe22c-65c5-5717-8522-f1d569be1f79"",""72889e38-2815-500f-9b8c-2493ece89f47"",""5cbf76e0-dd89-52e6-8283-de8aa692fe4f""]",1.0,1.0,1.0,5494.586248009,estimated,4.3549999999999995e-05,695,22,717,heuristic_estimate,model_cost_table,generation_model_costs@1.0.0
always_fast,sqa-4cb482f1f218af58,In what order does FastAPI evaluate incoming requests when serving static frontend files alongside API routes?,,FAST,dense_baseline,False,"[""b3f31a87-8584-56d9-b75c-b208346c764b"",""193745b4-227e-54b2-a123-dbeb519f2edd""]",0.0,0.0,0.0,125.40499999886379,estimated,4.09e-05,610,26,636,heuristic_estimate,model_cost_table,generation_model_costs@1.0.0
always_careful,sqa-4cb482f1f218af58,In what order does FastAPI evaluate incoming requests when serving static frontend files alongside API routes?,,CAREFUL,hybrid_rrf_cross_encoder,False,"[""88db2e09-9fe8-5b0d-a66f-b0a278fea3cf"",""b3f31a87-8584-56d9-b75c-b208346c764b"",""5c7a028e-0bc3-55ac-bd3c-1d41cf083c9e"",""5cbf76e0-dd89-52e6-8283-de8aa692fe4f"",""8c82e07e-3a10-5c4c-bbe5-c0ef2d4ac55a""]",1.0,1.0,1.0,7300.186343956739,estimated,7.785000000000001e-05,1349,26,1375,heuristic_estimate,model_cost_table,generation_model_costs@1.0.0
routed,sqa-4cb482f1f218af58,In what order does FastAPI evaluate incoming requests when serving static frontend files alongside API routes?,complexity_marker_count_at_least_careful_threshold,CAREFUL,hybrid_rrf_cross_encoder,False,"[""88db2e09-9fe8-5b0d-a66f-b0a278fea3cf"",""b3f31a87-8584-56d9-b75c-b208346c764b"",""5c7a028e-0bc3-55ac-bd3c-1d41cf083c9e"",""5cbf76e0-dd89-52e6-8283-de8aa692fe4f"",""8c82e07e-3a10-5c4c-bbe5-c0ef2d4ac55a""]",1.0,1.0,1.0,7425.5913439556025,estimated,7.785000000000001e-05,1349,26,1375,heuristic_estimate,model_cost_table,generation_model_costs@1.0.0
always_fast,sqa-0962a7db4ec6c78a,In which section of the MLflow Run details page can a user find and select the model folder to register?,,FAST,dense_baseline,False,"[""0fe449ce-beb7-5fe3-9783-608897b54248"",""823e8e92-95ff-517f-848b-d2cbc87e5a90""]",0.0,0.0,0.0,49.67455199221149,estimated,1.88e-05,320,7,327,heuristic_estimate,model_cost_table,generation_model_costs@1.0.0
always_careful,sqa-0962a7db4ec6c78a,In which section of the MLflow Run details page can a user find and select the model folder to register?,,CAREFUL,hybrid_rrf_cross_encoder,False,"[""dab53288-de1a-569e-9508-25434c829ffb"",""d729a823-3f12-52de-85e0-5c24b872cad4"",""823e8e92-95ff-517f-848b-d2cbc87e5a90"",""2d38b49d-d72e-5761-b3c6-bbf490bf51fd"",""5e839b4e-77df-53d3-8dd5-ad9ffc65b802""]",1.0,0.5,0.6309297535714575,5016.612143954262,estimated,4.065e-05,757,7,764,heuristic_estimate,model_cost_table,generation_model_costs@1.0.0
routed,sqa-0962a7db4ec6c78a,In which section of the MLflow Run details page can a user find and select the model folder to register?,score_gap_below_careful_threshold,CAREFUL,hybrid_rrf_cross_encoder,False,"[""dab53288-de1a-569e-9508-25434c829ffb"",""d729a823-3f12-52de-85e0-5c24b872cad4"",""823e8e92-95ff-517f-848b-d2cbc87e5a90"",""2d38b49d-d72e-5761-b3c6-bbf490bf51fd"",""5e839b4e-77df-53d3-8dd5-ad9ffc65b802""]",1.0,0.5,0.6309297535714575,5066.286695946474,estimated,4.065e-05,757,7,764,heuristic_estimate,model_cost_table,generation_model_costs@1.0.0
always_fast,sqa-a8ee8614cd6dc87b,What options are available in the Model dropdown menu on the model registration form?,,FAST,dense_baseline,False,"[""114648d3-2fdd-57c6-97cb-99b391fb3cd8"",""65a2d2ab-ac53-5b3e-a5e3-6df9bead624e""]",0.0,0.0,0.0,115.43433804763481,estimated,1.715e-05,175,21,196,heuristic_estimate,model_cost_table,generation_model_costs@1.0.0
always_careful,sqa-a8ee8614cd6dc87b,What options are available in the Model dropdown menu on the model registration form?,,CAREFUL,hybrid_rrf_cross_encoder,False,"[""d729a823-3f12-52de-85e0-5c24b872cad4"",""dab53288-de1a-569e-9508-25434c829ffb"",""4816bc2e-ac37-5cc4-ad2b-897b09bdd7fa"",""d856b917-9c0c-5ec7-a683-5ae5e57d0859"",""114648d3-2fdd-57c6-97cb-99b391fb3cd8""]",1.0,1.0,1.0,3399.264016014058,estimated,6.080000000000001e-05,1048,21,1069,heuristic_estimate,model_cost_table,generation_model_costs@1.0.0
routed,sqa-a8ee8614cd6dc87b,What options are available in the Model dropdown menu on the model registration form?,top_score_below_no_answer_threshold,NO_ANSWER,,True,[],0.0,0.0,0.0,115.43433804763481,zero_cost,0.0,0,0,0,not_applicable,not_applicable,
always_fast,sqa-7622236114712036,"What occurs when a user chooses the ""Create New Model"" option in the Model dropdown menu?",,FAST,dense_baseline,False,"[""5a2e5ee7-d318-5a2f-818d-4cedceea350b"",""39c3200c-9569-567d-a1d7-bbdd889f9808""]",0.0,0.0,0.0,120.60720403678715,estimated,1.845e-05,185,23,208,heuristic_estimate,model_cost_table,generation_model_costs@1.0.0
always_careful,sqa-7622236114712036,"What occurs when a user chooses the ""Create New Model"" option in the Model dropdown menu?",,CAREFUL,hybrid_rrf_cross_encoder,False,"[""dab53288-de1a-569e-9508-25434c829ffb"",""d729a823-3f12-52de-85e0-5c24b872cad4"",""59cbb4a0-5dcd-5cf6-88ea-792f9f9aa14c"",""5a2e5ee7-d318-5a2f-818d-4cedceea350b"",""27656be0-0741-51fc-bc93-37e317d32b32""]",1.0,0.5,0.6309297535714575,4269.470116996672,estimated,4.810000000000001e-05,778,23,801,heuristic_estimate,model_cost_table,generation_model_costs@1.0.0
routed,sqa-7622236114712036,"What occurs when a user chooses the ""Create New Model"" option in the Model dropdown menu?",top_score_below_careful_threshold,CAREFUL,hybrid_rrf_cross_encoder,False,"[""dab53288-de1a-569e-9508-25434c829ffb"",""d729a823-3f12-52de-85e0-5c24b872cad4"",""59cbb4a0-5dcd-5cf6-88ea-792f9f9aa14c"",""5a2e5ee7-d318-5a2f-818d-4cedceea350b"",""27656be0-0741-51fc-bc93-37e317d32b32""]",1.0,0.5,0.6309297535714575,4390.077321033459,estimated,4.810000000000001e-05,778,23,801,heuristic_estimate,model_cost_table,generation_model_costs@1.0.0
always_fast,sqa-6055940f3e30c975,Which parameter in a Qdrant query allows retrieving a vector using a point ID located in a different collection?,,FAST,dense_baseline,False,"[""0a2a7a0b-32f9-53e5-96a6-c6c8b50e9c2b"",""bea9dfe0-522b-5e5c-b05d-0a2dd6997e9a""]",0.0,0.0,0.0,113.49398299353197,estimated,3.680000000000001e-05,704,4,708,heuristic_estimate,model_cost_table,generation_model_costs@1.0.0
always_careful,sqa-6055940f3e30c975,Which parameter in a Qdrant query allows retrieving a vector using a point ID located in a different collection?,,CAREFUL,hybrid_rrf_cross_encoder,False,"[""d37849c9-2d35-550a-88af-f84edd4d3191"",""6c206963-631b-5f66-93ab-13d329b5d33e"",""9a0bd9e7-4c4c-5c01-8b59-b7e3ba837c34"",""9c44343c-5b64-52ab-85a6-9bd76bacf844"",""0d11a14b-2d86-5f26-873e-c9b7afa61c15""]",1.0,1.0,1.0,3512.6219780067913,estimated,0.00013194999999999998,2607,4,2611,heuristic_estimate,model_cost_table,generation_model_costs@1.0.0
routed,sqa-6055940f3e30c975,Which parameter in a Qdrant query allows retrieving a vector using a point ID located in a different collection?,standard_fallback,STANDARD,dense_baseline,False,"[""0a2a7a0b-32f9-53e5-96a6-c6c8b50e9c2b"",""bea9dfe0-522b-5e5c-b05d-0a2dd6997e9a"",""feaaeea1-ead3-5b63-a0f4-919d2e66c160"",""d37849c9-2d35-550a-88af-f84edd4d3191"",""0d11a14b-2d86-5f26-873e-c9b7afa61c15"",""da11e5df-f0bb-5569-9909-00390b78e7a6"",""6adbebfa-d775-5ffe-94ad-64fc238e5d1f"",""2bd77a3d-042a-5c3f-98fc-07b844efa1bc"",""b7e355ec-63bc-5e07-986c-75af755a556b"",""7338db96-cb34-510f-9a68-922714af0f55""]",1.0,0.25,0.43067655807339306,226.98796598706394,estimated,0.0001806,3580,4,3584,heuristic_estimate,model_cost_table,generation_model_costs@1.0.0
always_fast,sqa-d20c9187fa7725e6,What two primary properties are required inside the lookup_from configuration when referencing a point in another collection?,,FAST,dense_baseline,False,"[""b43787fa-33c2-5349-8d13-0216fcd0752a"",""76e49ae0-ce54-58ea-8307-a80941ffa028""]",0.0,0.0,0.0,150.29082499677315,estimated,1.4350000000000002e-05,151,17,168,heuristic_estimate,model_cost_table,generation_model_costs@1.0.0
always_careful,sqa-d20c9187fa7725e6,What two primary properties are required inside the lookup_from configuration when referencing a point in another collection?,,CAREFUL,hybrid_rrf_cross_encoder,False,"[""7036baf4-9ce4-5cbb-bc29-a86da3352064"",""ce5f9f9b-8634-51c3-8e27-7b0967a3eea4"",""a467348d-83c8-5f22-a5dc-b747b55852b5"",""d37849c9-2d35-550a-88af-f84edd4d3191"",""87340082-0ccb-5fbe-88bf-3f18a09b0d5a""]",1.0,0.25,0.43067655807339306,4297.443259973079,estimated,0.00016055,3075,17,3092,heuristic_estimate,model_cost_table,generation_model_costs@1.0.0
routed,sqa-d20c9187fa7725e6,What two primary properties are required inside the lookup_from configuration when referencing a point in another collection?,top_score_below_no_answer_threshold,NO_ANSWER,,True,[],0.0,0.0,0.0,150.29082499677315,zero_cost,0.0,0,0,0,not_applicable,not_applicable,
always_fast,sqa-8397e93659723d06,How can extra cookies be forbidden in a FastAPI cookie parameter model?,,FAST,dense_baseline,False,"[""58ac3b23-a727-5051-9229-399cb201be40"",""8e795ac3-b7d7-5fee-bc21-fa265ac04b54""]",0.0,0.0,0.0,92.0634480426088,estimated,2.35e-05,342,16,358,heuristic_estimate,model_cost_table,generation_model_costs@1.0.0
always_careful,sqa-8397e93659723d06,How can extra cookies be forbidden in a FastAPI cookie parameter model?,,CAREFUL,hybrid_rrf_cross_encoder,False,"[""fcabdafe-e84d-580b-a55e-f98f23c4802d"",""221aa309-cce0-5abb-bb6f-af8f90ff696a"",""0bc9232d-3b2c-5be7-9687-2e9cee497d79"",""2d2f4a0b-8116-5bba-a0e9-e07064f3460b"",""5eb7f761-c4a4-5652-925f-c29367c6c525""]",1.0,0.5,0.6309297535714575,2743.9539000042714,estimated,6.885e-05,1249,16,1265,heuristic_estimate,model_cost_table,generation_model_costs@1.0.0
routed,sqa-8397e93659723d06,How can extra cookies be forbidden in a FastAPI cookie parameter model?,standard_fallback,STANDARD,dense_baseline,False,"[""58ac3b23-a727-5051-9229-399cb201be40"",""8e795ac3-b7d7-5fee-bc21-fa265ac04b54"",""dd2fd4c8-4f74-5c4e-a77d-cabb319078dd"",""5eb7f761-c4a4-5652-925f-c29367c6c525"",""9cde6bd7-f662-5cbc-97e5-ae309ecd2404"",""7dcdcca3-6466-5700-97da-0c34fed16509"",""0bc9232d-3b2c-5be7-9687-2e9cee497d79"",""6b634f76-13ef-5d4e-b188-32c432716720"",""838d35e3-e315-59b1-ba89-39bb63a6be15"",""221aa309-cce0-5abb-bb6f-af8f90ff696a""]",0.0,0.1,0.0,184.1268960852176,estimated,9.015000000000001e-05,1675,16,1691,heuristic_estimate,model_cost_table,generation_model_costs@1.0.0
always_fast,sqa-a6c95a648b8cccd8,What is the main difference between the legacy permission model and the role-based permission model in MLflow?,,FAST,dense_baseline,False,"[""f5c87c94-cae4-599a-b3e0-693356ce7611"",""1ee47c25-6aac-58ba-b6db-bd5759bdfc6b""]",0.0,0.0,0.0,177.8705189935863,estimated,3.53e-05,354,44,398,heuristic_estimate,model_cost_table,generation_model_costs@1.0.0
always_careful,sqa-a6c95a648b8cccd8,What is the main difference between the legacy permission model and the role-based permission model in MLflow?,,CAREFUL,hybrid_rrf_cross_encoder,False,"[""7ae155a1-d81d-5b4c-b57e-97c0c2151add"",""f5c87c94-cae4-599a-b3e0-693356ce7611"",""4e6171cf-add8-5ffe-b5e4-e8a3925b3355"",""1e527474-b18f-5f11-904f-78728fbdb284"",""b9eb1ffb-0692-5452-acef-6e7e19a8ebcb""]",1.0,1.0,1.0,4005.8675309992395,estimated,6.840000000000001e-05,1016,44,1060,heuristic_estimate,model_cost_table,generation_model_costs@1.0.0
routed,sqa-a6c95a648b8cccd8,What is the main difference between the legacy permission model and the role-based permission model in MLflow?,score_gap_below_careful_threshold,CAREFUL,hybrid_rrf_cross_encoder,False,"[""7ae155a1-d81d-5b4c-b57e-97c0c2151add"",""f5c87c94-cae4-599a-b3e0-693356ce7611"",""4e6171cf-add8-5ffe-b5e4-e8a3925b3355"",""1e527474-b18f-5f11-904f-78728fbdb284"",""b9eb1ffb-0692-5452-acef-6e7e19a8ebcb""]",1.0,1.0,1.0,4183.738049992826,estimated,6.840000000000001e-05,1016,44,1060,heuristic_estimate,model_cost_table,generation_model_costs@1.0.0
always_fast,sqa-bd90972847373159,What trade-off occurs when opting for a lower number of vector chunks?,,FAST,dense_baseline,False,"[""04a39629-05c7-5448-84c3-5b0bab79636d"",""14d2e195-d9e3-5c46-885b-7481085e5173""]",1.0,1.0,1.0,107.83875099150464,estimated,5.1550000000000006e-05,791,30,821,heuristic_estimate,model_cost_table,generation_model_costs@1.0.0
always_careful,sqa-bd90972847373159,What trade-off occurs when opting for a lower number of vector chunks?,,CAREFUL,hybrid_rrf_cross_encoder,False,"[""04a39629-05c7-5448-84c3-5b0bab79636d"",""37a59087-1168-58db-ab12-974f2116ffff"",""3beff11e-5c55-5d74-b6cd-8dc25c0c21d2"",""62659c17-50bc-52f5-9a7f-59e150f73436"",""18acb2ce-264a-5e6b-9977-f359f870151e""]",1.0,1.0,1.0,3352.4420100147836,estimated,8.54e-05,1468,30,1498,heuristic_estimate,model_cost_table,generation_model_costs@1.0.0
routed,sqa-bd90972847373159,What trade-off occurs when opting for a lower number of vector chunks?,complexity_marker_count_at_least_careful_threshold,CAREFUL,hybrid_rrf_cross_encoder,False,"[""04a39629-05c7-5448-84c3-5b0bab79636d"",""37a59087-1168-58db-ab12-974f2116ffff"",""3beff11e-5c55-5d74-b6cd-8dc25c0c21d2"",""62659c17-50bc-52f5-9a7f-59e150f73436"",""18acb2ce-264a-5e6b-9977-f359f870151e""]",1.0,1.0,1.0,3460.2807610062882,estimated,8.54e-05,1468,30,1498,heuristic_estimate,model_cost_table,generation_model_costs@1.0.0
always_fast,sqa-9663384ed9b2a6ce,How does OpenAPI represent an output response field that is always present even if its value is null?,,FAST,dense_baseline,False,"[""fa25335a-b76a-5d78-b9f0-0b6926cec666"",""2cef0c3c-87a8-577a-8444-55dfd88c3088""]",1.0,1.0,1.0,152.76435995474458,estimated,3.625e-05,549,22,571,heuristic_estimate,model_cost_table,generation_model_costs@1.0.0
always_careful,sqa-9663384ed9b2a6ce,How does OpenAPI represent an output response field that is always present even if its value is null?,,CAREFUL,hybrid_rrf_cross_encoder,False,"[""fa25335a-b76a-5d78-b9f0-0b6926cec666"",""580289f2-16e0-55de-985e-e56614722357"",""70bcbcfa-4b4c-5a57-a844-3c78064e3806"",""2cef0c3c-87a8-577a-8444-55dfd88c3088"",""f1ea4c74-93ec-5219-b47e-e7d2f7786602""]",1.0,1.0,1.0,4062.9087010165676,estimated,6.855e-05,1195,22,1217,heuristic_estimate,model_cost_table,generation_model_costs@1.0.0
routed,sqa-9663384ed9b2a6ce,How does OpenAPI represent an output response field that is always present even if its value is null?,standard_fallback,STANDARD,dense_baseline,False,"[""fa25335a-b76a-5d78-b9f0-0b6926cec666"",""2cef0c3c-87a8-577a-8444-55dfd88c3088"",""95d8867e-0e02-5ce9-8bf9-a237fc44df15"",""f1d725d6-80e2-5e4e-bce0-4589da13dafe"",""7cfd33a4-b447-5348-8059-afa15d96ebbc"",""2fbb3afa-5f7b-582c-ab28-5c14c8859d4e"",""db937859-df5c-5da8-8d18-e7a759b61282"",""f1ea4c74-93ec-5219-b47e-e7d2f7786602"",""3a54d3d2-4139-50ec-8d73-0349fcc85977"",""d5d9456b-40e2-5174-ab10-1cf0ec6ec78d""]",1.0,1.0,1.0,305.52871990948915,estimated,0.0001088,2000,22,2022,heuristic_estimate,model_cost_table,generation_model_costs@1.0.0
